Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22
177,6,1.58837,1.51701,0,0,0,0,0,6.06349E-16,0.000710826,0.960677,0.357824,0.197802,0,0,0,0,0,0,0,0
177,7,1.75195,1.63999,0,0,0,0,0,0,4.88316E-10,0.0372714,0.913344,0.689371,0,0,0,0,0,0,0,0
177,8,2.39894,2.18252,1,0,0,0,0,0,5.58523E-11,0.00252944,0.168195,2.0118,0,0,0,0,0,0,0,0
178,1,0.394175,0.36653,0,1,0.271813,0.0931373,0.00155349,2.55351E-05,1.16911E-07,7.70746E-08,1.73201E-08,1.38544E-08,0.0942175,0.039436,0.000103251,2.15375E-07,1.17425E-10,4.96427E-11,6.38631E-12,2.68897E-12
178,2,0.985331,0.976376,0,0,0,0.851036,0.123437,0.00188544,8.63236E-06,5.69096E-06,1.27887E-06,1.02297E-06,0,0.328779,0.0483248,0.000106356,5.79869E-08,2.45145E-08,3.15368E-09,1.32786E-09
178,3,1.46943,1.45599,0,0,0,0,1.26699,0.187458,0.000798433,0.000526374,0.000118286,9.46172E-05,0,0,0.514932,0.0725928,4.17514E-05,1.76508E-05,2.2707E-06,9.56082E-07
178,4,1.52574,1.47844,0,0,0,0,0,1.29473,0.106298,0.0558576,0.0125303,0.00901683,0,0,0,0.482643,0.0092365,0.00390482,0.000502337,0.00021151
178,5,1.49715,1.46012,0,0,0,0,0,0.000197286,0.738952,0.554393,0.0992561,0.0673214,0,0,0,0,0,0,0,0
178,6,1.58742,1.51641,0,0,0,0,0,6.21075E-16,0.000728096,0.965597,0.353711,0.19637,0,0,0,0,0,0,0,0
178,7,1.75059,1.63896,0,0,0,0,0,0,5.00339E-10,0.0384451,0.916816,0.683699,0,0,0,0,0,0,0,0
178,8,2.38983,2.17455,1,0,0,0,0,0,5.61487E-11,0.00254307,0.16972,2.00229,0,0,0,0,0,0,0,0
179,1,0.393777,0.366106,0,1,0.271799,0.0927335,0.00154773,2.54404E-05,1.16478E-07,7.67889E-08,1.72559E-08,1.3803E-08,0.0942422,0.0392547,0.000102738,2.14304E-07,1.16842E-10,4.9396E-11,6.35456E-12,2.6756E-12
179,2,0.98325,0.974262,0,0,0,0.850519,0.121863,0.00186227,8.52629E-06,5.62103E-06,1.26315E-06,1.0104E-06,0,0.328536,0.0476217,0.000104785,5.71302E-08,2.41523E-08,3.10709E-09,1.30825E-09
179,3,1.46914,1.45576,0,0,0,0,1.26921,0.185034,0.000788499,0.000519825,0.000116815,9.34401E-05,0,0,0.515934,0.0714808,4.11029E-05,1.73766E-05,2.23542E-06,9.4123E-07
179,4,1.52607,1.47871,0,0,0,0,0,1.29893,0.104011,0.0546693,0.0122639,0.00883424,0,0,0,0.486245,0.00917666,0.00387952,0.000499082,0.00021014
179,5,1.49713,1.46007,0,0,0,0,0,0.000197995,0.740239,0.553229,0.0991547,0.0672527,0,0,0,0,0,0,0,0
179,6,1.58585,1.51542,0,0,0,0,0,6.4848E-16,0.00076024,0.973179,0.347392,0.194091,0,0,0,0,0,0,0,0
179,7,1.7491,1.63784,0,0,0,0,0,0,5.13443E-10,0.0397244,0.920602,0.677514,0,0,0,0,0,0,0,0
179,8,2.38796,2.173,1,0,0,0,0,0,5.632E-11,0.00255095,0.170583,1.99987,0,0,0,0,0,0,0,0
180,1,0.386126,0.359155,0,1,0.264969,0.0926065,0.00155337,2.55331E-05,1.16902E-07,7.70687E-08,1.73188E-08,1.38533E-08,0.093895,0.0395595,0.000103163,2.1519E-07,1.17325E-10,4.96003E-11,6.38085E-12,2.68667E-12
180,2,0.966923,0.957904,0,0,0,0.834516,0.121509,0.00186163,8.52336E-06,5.6191E-06,1.26272E-06,1.01005E-06,0,0.327825,0.0476804,0.000104708,5.70884E-08,2.41347E-08,3.10482E-09,1.30729E-09
180,3,1.48153,1.45922,0,0,0,0,1.27289,0.184807,0.000789161,0.000520262,0.000116913,9.35185E-05,0,0,0.518382,0.0715694,4.10899E-05,1.73712E-05,2.23472E-06,9.40934E-07
180,4,1.6072,1.50648,0,0,0,0,0,1.32318,0.105668,0.0560155,0.012566,0.00905577,0,0,0,0.503163,0.00946365,0.00400085,0.00051469,0.000216712
180,5,1.58,1.48669,0,0,0,0,0,0.000200375,0.748115,0.566327,0.102517,0.0695332,0,0,0,0,0,0,0,0
180,6,2.3076,1.85229,0,0,0,0,0,8.31646E-16,0.000938106,1.16542,0.436385,0.249545,0,0,0,0,0,0,0,0
180,7,3.38091,2.56064,0,0,0,0,0,0,8.70068E-10,0.0628006,1.38384,1.11399,0,0,0,0,0,0,0,0
180,8,4.20039,3.37449,0,0,0,0,0,0,9.24918E-11,0.00418693,0.270105,3.1002,0,0,0,0,0,0,0,0
181,1,0.386212,0.359248,0,1,0.26495,0.0927171,0.00155491,2.55584E-05,1.17018E-07,7.7145E-08,1.7336E-08,1.3867E-08,0.0938778,0.0396102,0.000103308,2.15492E-07,1.1749E-10,4.96699E-11,6.38981E-12,2.69044E-12
181,2,0.967509,0.958498,0,0,0,0.834666,0.121946,0.00186808,8.55291E-06,5.63859E-06,1.2671E-06,1.01355E-06,0,0.327892,0.0478769,0.000105146,5.73273E-08,2.42357E-08,3.11781E-09,1.31276E-09
181,3,1.48167,1.45931,0,0,0,0,1.27225,0.185536,0.000792159,0.000522238,0.000117357,9.38737E-05,0,0,0.518089,0.0719041,4.12847E-05,1.74535E-05,2.24531E-06,9.45394E-07
181,4,1.60728,1.50647,0,0,0,0,0,1.32174,0.106532,0.0564251,0.0126578,0.00911923,0,0,0,0.502136,0.00949562,0.00401436,0.000516429,0.000217444
181,5,1.58003,1.48671,0,0,0,0,0,0.000200142,0.747948,0.566484,0.102534,0.0695444,0,0,0,0,0,0,0,0
